700316; Interruttore di protezione OK <arresto immediato> (=520C-QA1:14) manca; sinumerik_alarm_plc_pmc; 03.06.2020 09:31:17.4830000; 
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.1790000; 27.06.2020 09:28:58.2590000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.1790000; 27.06.2020 09:28:58.3540000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.1790000; 27.06.2020 09:28:58.3860000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.1790000; 27.06.2020 09:28:58.4740000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5420000; 27.06.2020 09:28:57.7460000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5420000; 27.06.2020 09:28:57.7460000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5440000; 27.06.2020 09:28:57.7480000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5440000; 27.06.2020 09:28:57.7480000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5460000; 27.06.2020 09:28:57.7500000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 27.06.2020 09:28:57.5460000; 27.06.2020 09:28:57.7500000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.5390000; 27.06.2020 09:28:58.6740000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.5390000; 27.06.2020 09:28:58.6990000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.5390000; 27.06.2020 09:28:58.7140000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.5390000; 27.06.2020 09:28:58.7350000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 27.06.2020 09:28:57.5390000; 27.06.2020 09:28:58.7550000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 27.06.2020 19:19:53.7860000; 29.06.2020 09:13:07.7120000
704806; Controllo rottura utensile 1: errore ago; sinumerik_alarm_plc_pmc; 28.06.2020 01:09:48.9280000; 29.06.2020 09:13:07.7120000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1770000; 29.06.2020 08:31:11.3810000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1770000; 29.06.2020 08:31:11.3810000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1850000; 29.06.2020 08:31:11.3890000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1850000; 29.06.2020 08:31:11.3890000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1870000; 29.06.2020 08:31:11.3910000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.1870000; 29.06.2020 08:31:11.3910000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.2350000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.2540000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.3660000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.3820000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.3980000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.1840000; 29.06.2020 08:31:12.4140000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5630000; 29.06.2020 08:31:11.7670000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5630000; 29.06.2020 08:31:11.7670000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5650000; 29.06.2020 08:31:11.7690000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5650000; 29.06.2020 08:31:11.7690000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5670000; 29.06.2020 08:31:11.7710000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 29.06.2020 08:31:11.5670000; 29.06.2020 08:31:11.7710000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.5680000; 29.06.2020 08:31:12.7260000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.5680000; 29.06.2020 08:31:12.7420000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.5680000; 29.06.2020 08:31:12.7580000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 29.06.2020 08:31:11.5680000; 29.06.2020 08:31:12.8230000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:46:19.9570000; 29.06.2020 14:46:45.7940000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:46:44.3460000; 29.06.2020 13:46:45.6340000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:46:45.8630000; 29.06.2020 13:46:47.8020000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:46:48.0330000; 29.06.2020 13:46:56.7790000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 29.06.2020 13:47:16.9380000; 29.06.2020 13:47:29.5280000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:47:20.9450000; 29.06.2020 14:47:28.3270000
754820; Dati utensile presenti in pinza 1   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:47:28.3270000; 29.06.2020 14:47:29.8300000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:47:37.0680000; 29.06.2020 14:47:46.1230000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:49:04.7490000; 29.06.2020 14:49:12.4710000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 29.06.2020 13:50:09.3310000; 29.06.2020 13:50:53.4650000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:50:11.8790000; 29.06.2020 14:50:52.5640000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:52:45.6050000; 29.06.2020 14:52:53.4750000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:53:10.1650000; 29.06.2020 13:53:15.9850000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:53:16.1990000; 29.06.2020 13:53:16.8110000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:53:17.0240000; 29.06.2020 13:53:17.4640000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:53:17.6940000; 29.06.2020 13:53:18.1320000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:53:18.3570000; 29.06.2020 13:53:43.5580000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:53:54.9340000; 29.06.2020 14:54:09.2140000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:55:06.5940000; 29.06.2020 14:55:22.8790000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:55:54.5050000; 29.06.2020 14:56:00.4920000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 14:56:54.6210000; 29.06.2020 14:57:22.6570000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 13:57:18.7740000; 29.06.2020 13:57:25.5490000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:18:28.4410000; 29.06.2020 15:19:15.5280000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 14:18:52.6610000; 29.06.2020 14:19:15.0210000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:19:09.5570000; 29.06.2020 15:19:15.5270000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 29.06.2020 14:20:05.8380000; 29.06.2020 14:20:19.6570000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:20:09.7450000; 29.06.2020 15:20:18.9970000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:20:10.0930000; 29.06.2020 15:20:19.0770000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:20:32.7790000; 29.06.2020 15:20:44.9990000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:20:32.7800000; 29.06.2020 15:20:44.8550000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:57:31.3930000; 29.06.2020 15:58:15.0550000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 14:57:55.7710000; 29.06.2020 14:58:14.6130000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:58:08.8430000; 29.06.2020 15:58:15.0540000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 29.06.2020 14:58:31.7010000; 29.06.2020 14:58:57.6250000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:58:35.6500000; 29.06.2020 15:58:56.3750000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 29.06.2020 14:59:15.6670000; 29.06.2020 14:59:21.1360000
754820; Dati utensile presenti in pinza 1   manca; sinumerik_alarm_plc_pmc; 29.06.2020 15:59:20.4960000; 29.06.2020 15:59:21.3010000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 29.06.2020 16:00:18.7080000; 29.06.2020 16:00:39.5000000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 29.06.2020 15:00:59.0930000; 29.06.2020 15:01:21.0450000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 29.06.2020 18:00:41.0790000; 30.06.2020 14:42:09.4220000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 30.06.2020 18:22:24.4230000; 
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:50.9780000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:50.9780000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7820000; 30.06.2020 18:22:50.9860000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7820000; 30.06.2020 18:22:50.9860000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7840000; 30.06.2020 18:22:50.9880000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:50.7840000; 30.06.2020 18:22:50.9880000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:51.8400000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:51.8640000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:51.9440000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:51.9590000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:51.9760000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:50.7740000; 30.06.2020 18:22:52.0070000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1840000; 30.06.2020 18:22:51.3880000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1840000; 30.06.2020 18:22:51.3880000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1860000; 30.06.2020 18:22:51.3900000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1860000; 30.06.2020 18:22:51.3900000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1880000; 30.06.2020 18:22:51.3920000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 30.06.2020 18:22:51.1880000; 30.06.2020 18:22:51.3920000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:51.1810000; 30.06.2020 18:22:52.3200000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:51.1810000; 30.06.2020 18:22:52.3360000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:51.1810000; 30.06.2020 18:22:52.3520000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:51.1810000; 30.06.2020 18:22:52.3760000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 30.06.2020 18:22:51.1810000; 30.06.2020 18:22:52.3910000
