27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 04.05.2020 06:02:58.2100000; 
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:12.3360000; 26.05.2020 15:14:13.5010000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:12.3360000; 26.05.2020 15:14:13.5140000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:12.3360000; 26.05.2020 15:14:13.5330000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 26.05.2020 15:14:12.3360000; 26.05.2020 15:14:13.5570000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:41.1830000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:41.3910000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:41.5670000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:41.7750000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:41.9830000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:42.1910000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:42.3590000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:42.5670000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:42.7750000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:42.9750000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:43.1910000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:43.3600000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:43.5680000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:43.7680000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:43.9760000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:44.1840000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:44.3920000; 26.05.2020 15:14:44.7650000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:44.5600000; 26.05.2020 15:14:44.7650000
16927; Kanal 2: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 26.05.2020 15:14:44.8840000; 26.05.2020 15:14:46.7330000
; ----- Start Alarmerfassung -----; ; 27.05.2020 06:02:12.9510000; 27.05.2020 06:02:12.9510000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0600000; 27.05.2020 06:02:53.2640000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0600000; 27.05.2020 06:02:53.2640000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0680000; 27.05.2020 06:02:53.2720000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0680000; 27.05.2020 06:02:53.2720000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0700000; 27.05.2020 06:02:53.2740000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.0700000; 27.05.2020 06:02:53.2740000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0560000; 27.05.2020 06:02:54.1170000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0560000; 27.05.2020 06:02:54.1340000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0580000; 27.05.2020 06:02:54.2210000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0580000; 27.05.2020 06:02:54.2530000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0580000; 27.05.2020 06:02:54.2700000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.0580000; 27.05.2020 06:02:54.2860000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4340000; 27.05.2020 06:02:53.6380000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4340000; 27.05.2020 06:02:53.6380000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4360000; 27.05.2020 06:02:53.6400000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4360000; 27.05.2020 06:02:53.6400000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4380000; 27.05.2020 06:02:53.6420000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 27.05.2020 06:02:53.4380000; 27.05.2020 06:02:53.6420000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.4290000; 27.05.2020 06:02:54.5750000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.4290000; 27.05.2020 06:02:54.5900000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.4290000; 27.05.2020 06:02:54.6070000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.4290000; 27.05.2020 06:02:54.6420000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 27.05.2020 06:02:53.4290000; 27.05.2020 06:02:54.6940000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 07:30:13.9070000; 27.05.2020 07:30:15.3080000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 07:30:59.8420000; 27.05.2020 07:31:00.9620000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 07:43:47.6340000; 27.05.2020 07:43:49.7230000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 07:44:39.9790000; 27.05.2020 07:44:41.1500000
754820; Werkzeugdaten in Greifer 1 vorhanden   fehlt; sinumerik_alarm_plc_pmc; 27.05.2020 07:53:08.1510000; 27.05.2020 07:59:30.8950000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 09:12:42.1320000; 27.05.2020 09:12:43.2980000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 09:13:24.6830000; 27.05.2020 09:13:25.8130000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 09:26:09.6230000; 27.05.2020 09:26:11.6710000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 09:26:33.8030000; 27.05.2020 09:26:34.9920000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 09:31:01.2850000; 27.05.2020 09:31:02.4320000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 10:52:12.0140000; 27.05.2020 10:52:13.1860000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 10:52:54.3640000; 27.05.2020 10:52:55.7280000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 11:05:18.5850000; 27.05.2020 11:05:19.7540000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 11:05:39.7820000; 27.05.2020 11:05:41.8260000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 11:06:03.6630000; 27.05.2020 11:06:04.8420000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 12:57:30.0630000; 27.05.2020 12:57:31.4350000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 12:58:12.7550000; 27.05.2020 12:58:13.8830000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 13:10:35.9600000; 27.05.2020 13:10:38.1150000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 13:10:58.0490000; 27.05.2020 13:10:59.9810000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 27.05.2020 13:11:22.1050000; 27.05.2020 13:11:23.2660000
; ----- Start Alarmerfassung -----; ; 28.05.2020 06:02:13.0750000; 28.05.2020 06:02:13.0750000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 06:01:59.4520000; 28.05.2020 06:02:19.3220000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2340000; 28.05.2020 06:18:37.4380000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2340000; 28.05.2020 06:18:37.4380000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2420000; 28.05.2020 06:18:37.4460000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2420000; 28.05.2020 06:18:37.4460000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2440000; 28.05.2020 06:18:37.4480000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.2440000; 28.05.2020 06:18:37.4480000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2320000; 28.05.2020 06:18:38.2920000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2320000; 28.05.2020 06:18:38.3150000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2330000; 28.05.2020 06:18:38.3920000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2330000; 28.05.2020 06:18:38.4070000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2330000; 28.05.2020 06:18:38.4230000
201798; Achse SP1 DRV_3.3:7 (18), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.2330000; 28.05.2020 06:18:38.5110000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6080000; 28.05.2020 06:18:37.8120000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6080000; 28.05.2020 06:18:37.8120000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6100000; 28.05.2020 06:18:37.8140000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6100000; 28.05.2020 06:18:37.8140000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6120000; 28.05.2020 06:18:37.8160000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 28.05.2020 06:18:37.6120000; 28.05.2020 06:18:37.8160000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.6050000; 28.05.2020 06:18:38.7470000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.6050000; 28.05.2020 06:18:38.7630000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.6050000; 28.05.2020 06:18:38.7790000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.6050000; 28.05.2020 06:18:38.7950000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 28.05.2020 06:18:37.6050000; 28.05.2020 06:18:38.8110000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:21:07.5680000; 28.05.2020 07:21:08.9560000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:21:50.2510000; 28.05.2020 07:21:51.4110000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:34:13.7590000; 28.05.2020 07:34:15.5250000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:34:35.4680000; 28.05.2020 07:34:37.3840000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:34:59.3950000; 28.05.2020 07:35:00.5710000
120200; Bildaufbereitung unterdrückt, bitte warten.; sinumerik_alarm_hmi; 28.05.2020 07:39:26.8780000; 28.05.2020 07:39:27.9800000
62303; Kanal 1: Satz N1153: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 28.05.2020 07:56:13.1370000; 28.05.2020 07:59:51.7750000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 08:01:55.3240000; 28.05.2020 08:02:20.5890000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 08:01:59.6190000; 28.05.2020 08:02:06.0980000
62303; Kanal 1: Satz N1153: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 28.05.2020 08:03:56.2430000; 28.05.2020 08:05:02.5340000
61303; Kanal 1: Satz N697728: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 28.05.2020 08:05:02.8140000; 28.05.2020 08:06:28.1800000
16906; Kanal 1: Programmbeeinflussung: Aktion 'Angewählte Verarbeitung starten' wegen eines Alarms abgebrochen; sinumerik_alarm_nck; 28.05.2020 08:05:56.4950000; 28.05.2020 08:06:12.7520000
16906; Kanal 1: Programmbeeinflussung: Aktion 'Angewählte Verarbeitung starten' wegen eines Alarms abgebrochen; sinumerik_alarm_nck; 28.05.2020 08:06:26.3670000; 28.05.2020 08:06:27.6370000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 08:07:30.9600000; 28.05.2020 08:08:05.1380000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 08:07:35.5170000; 28.05.2020 08:07:46.4090000
62303; Kanal 1: Satz N1153: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 28.05.2020 08:09:24.9830000; 28.05.2020 08:09:40.4400000
61303; Kanal 1: Satz N697728: Vertrauensbereich überschritten ; sinumerik_alarm_nck; 28.05.2020 08:09:40.7000000; 28.05.2020 08:09:48.0240000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 08:11:14.3320000; 28.05.2020 08:11:52.5010000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 08:11:19.2140000; 28.05.2020 08:11:25.1130000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 09:54:12.3200000; 28.05.2020 09:54:48.4270000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 09:54:31.9340000; 28.05.2020 09:54:37.3810000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 10:07:36.7840000; 28.05.2020 10:08:09.6490000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 10:07:56.7150000; 28.05.2020 10:08:02.5540000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 10:20:07.0450000; 28.05.2020 10:20:41.9890000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 10:20:26.9790000; 28.05.2020 10:20:31.1850000
910001; Werkzeuglängenprüfeinheit 1: Werkzeugbruch Werkzeug : 202023 Duplonr.: 1 (Bruchstücke komplett aus der Spänerinne entfernen); ; 28.05.2020 14:25:31.8610000; 28.05.2020 14:35:19.1790000
15350; Kanal 1: Satz 1401 Suchziel nicht gefunden; sinumerik_alarm_nck; 28.05.2020 15:23:27.0860000; 28.05.2020 15:23:30.3610000
15350; Kanal 1: Satz 1401 Suchziel nicht gefunden; sinumerik_alarm_nck; 28.05.2020 15:23:40.5290000; 28.05.2020 15:23:44.0380000
15350; Kanal 1: Satz 1401 Suchziel nicht gefunden; sinumerik_alarm_nck; 28.05.2020 15:24:00.6560000; 28.05.2020 15:24:03.4310000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:25:17.6980000; 28.05.2020 15:26:00.9970000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 15:25:33.9200000; 28.05.2020 15:25:41.0550000
910001; Werkzeuglängenprüfeinheit 1: Werkzeugbruch Werkzeug : 202023 Duplonr.: 1 (Bruchstücke komplett aus der Spänerinne entfernen); ; 28.05.2020 15:28:06.7400000; 28.05.2020 15:28:37.6510000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:35:36.5330000; 28.05.2020 15:36:06.0370000
704318; Werkzeugwechsel ohne T-Anwahl ist nicht möglich; sinumerik_alarm_plc_pmc; 28.05.2020 15:35:37.0290000; 28.05.2020 15:36:06.1130000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:36:22.4800000; 28.05.2020 15:36:47.5450000
704318; Werkzeugwechsel ohne T-Anwahl ist nicht möglich; sinumerik_alarm_plc_pmc; 28.05.2020 15:36:22.9800000; 28.05.2020 15:36:47.6200000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:37:14.7320000; 28.05.2020 15:37:27.8660000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:38:31.6750000; 28.05.2020 15:38:59.4110000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:09.5040000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:09.6480000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:09.8560000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:10.0720000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:10.2480000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:10.4560000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:10.6720000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:10.8480000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:11.0560000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:11.2720000; 28.05.2020 15:39:11.6830000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:11.4480000; 28.05.2020 15:39:11.6830000
16927; Kanal 2: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 15:39:11.8050000; 28.05.2020 15:39:16.7920000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:40:07.0920000; 28.05.2020 15:40:50.0850000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 15:40:16.7710000; 28.05.2020 15:40:21.8690000
910001; Werkzeuglängenprüfeinheit 1: Werkzeugbruch Werkzeug : 202023 Duplonr.: 1 (Bruchstücke komplett aus der Spänerinne entfernen); ; 28.05.2020 15:40:29.6300000; 28.05.2020 15:41:03.6300000
15350; Kanal 1: Satz 1401 Suchziel nicht gefunden; sinumerik_alarm_nck; 28.05.2020 15:42:09.9920000; 28.05.2020 15:42:11.9930000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 28.05.2020 15:42:44.8810000; 28.05.2020 15:44:13.3110000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 28.05.2020 15:42:53.4370000; 28.05.2020 15:42:58.8870000
754820; Werkzeugdaten in Greifer 1 vorhanden   fehlt; sinumerik_alarm_plc_pmc; 28.05.2020 15:49:22.1610000; 28.05.2020 15:49:24.9410000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:08.8570000; 28.05.2020 16:04:10.6700000
